index,id,beer_name,style,ounces,abv,brewery_id,brewery_name,city,state
336,2422,Firestarter India Pale Ale,American IPA,12.0,0.066,107,Bonfire Brewing Company,Eagle,CA
339,1613,Gyptoberfest,M閻╃灗zen / Oktoberfest,12.0,0.056,107,Bonfire Brewing Company,Eagle,CA
341,1548,Slow & Steady Golden Ale,American Blonde Ale,12.0,0.047,107,Bonfire Brewing Company,Eagle,CA
343,1500,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,12.0,0.047,107,Bonfire Brewing Company,Eagle,CA
344,1421,Live Local Golden Ale,American Blonde Ale,12.0,0.047,107,Bonfire Brewing Company,Eagle,CA
345,1360,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),12.0,0.048,107,Bonfire Brewing Company,Eagle,CA
347,1183,Kindler Pale Ale,American Pale Ale (APA),12.0,0.053,107,Bonfire Brewing Company,Eagle,CA
348,1023,Mistress Winter Wheat,Winter Warmer,12.0,0.06,107,Bonfire Brewing Company,Eagle,CA
350,997,Awry Rye Pale Ale,American Pale Ale (APA),12.0,0.058,107,Bonfire Brewing Company,Eagle,CA
351,996,Demshitz Brown Ale,American Brown Ale,12.0,0.06,107,Bonfire Brewing Company,Eagle,CA
352,931,Wood Splitter Pilsner (2012),Czech Pilsener,12.0,0.048,107,Bonfire Brewing Company,Eagle,CA
356,1830,Porch Rocker,Radler,12.0,0.045,300,Boston Beer Company,Boston,MA
358,1601,Cold Snap,Witbier,12.0,0.055,300,Boston Beer Company,Boston,MA
359,1427,Samuel Adams Winter Lager,Bock,12.0,0.06,300,Boston Beer Company,Boston,MA
361,1310,Boston Lager,Vienna Lager,12.0,0.049,300,Boston Beer Company,Boston,MA
362,1281,Samuel Adams Octoberfest,M閻╃灗zen / Oktoberfest,12.0,0.053,300,Boston Beer Company,Boston,MA
363,1144,Samuel Adams Summer Ale,American Pale Wheat Ale,12.0,0.053,300,Boston Beer Company,Boston,MA
364,1143,Boston Lager,Vienna Lager,12.0,0.049,300,Boston Beer Company,Boston,MA
365,1395,Hazed & Infused,American Pale Ale (APA),12.0,0.049,417,Boulder Beer Company,Boulder,CO
366,808,Hoopla Pale Ale,American Pale Ale (APA),12.0,0.057,417,Boulder Beer Company,Boulder,CO
367,81,Hazed & Infused (2010),American Pale Ale (APA),12.0,0.049,417,Boulder Beer Company,Boulder,CO
368,2596,Heavy Lifting,American IPA,12.0,0.062,31,Boulevard Brewing Company,Kansas City,MO
369,2300,1492,American Pale Ale (APA),12.0,0.065,167,Boxcar Brewing Company,West Chester,PA
370,2299,Mango Ginger,American IPA,12.0,0.058,167,Boxcar Brewing Company,West Chester,PA
371,2298,Passenger,English Dark Mild Ale,12.0,0.05,167,Boxcar Brewing Company,West Chester,PA
372,2107,Plum St. Porter,American Porter,12.0,0.06,219,Bozeman Brewing Company,Bozeman,MT
373,1573,Plum St. Porter,American Porter,12.0,0.057,219,Bozeman Brewing Company,Bozeman,MT
374,1289,Bozone HopZone IPA,American IPA,12.0,0.07,219,Bozeman Brewing Company,Bozeman,MT
375,1288,Bozone Hefe Weizen,Hefeweizen,12.0,0.06,219,Bozeman Brewing Company,Bozeman,MT
376,470,Bozone Select Amber Ale,American Amber / Red Ale,12.0,0.06,219,Bozeman Brewing Company,Bozeman,MT
377,2167,Evil Owl,American Amber / Red Ale,12.0,0.052,207,Branchline Brewing Company,San Antonio,TX
379,1522,Agave Wheat,American Pale Wheat Ale,12.0,0.042,391,Breckenridge Brewery,Denver,CO
380,397,SummerBright Ale,American Pale Wheat Ale,12.0,0.045,391,Breckenridge Brewery,Denver,CO
381,193,Lucky U IPA,American IPA,12.0,0.06,391,Breckenridge Brewery,Denver,CO
382,83,Avalanche Ale,American Amber / Red Ale,12.0,0.054,391,Breckenridge Brewery,Denver,CO
383,1802,"You're My Boy, Blue",Fruit / Vegetable Beer,12.0,0.05,308,Brew Bus Brewing,Tampa,FL
384,1801,Last Stop IPA,American IPA,12.0,0.072,308,Brew Bus Brewing,Tampa,FL
385,1800,Rollin Dirty Red Ale,Irish Red Ale,12.0,0.05,308,Brew Bus Brewing,Tampa,FL
386,1799,Are Wheat There Yet?,American Pale Wheat Ale,12.0,0.055,308,Brew Bus Brewing,Tampa,FL
451,1096,Tampa Pale Ale,American Pale Ale (APA),12.0,None,467,Brindle Dog Brewing Company,Tampa Bay,FL
452,1095,Orange Grove Wheat Ale,American Pale Wheat Ale,12.0,None,467,Brindle Dog Brewing Company,Tampa Bay,FL
454,921,Northern Lights Amber Ale,American Amber / Red Ale,12.0,0.05,493,Broken Tooth Brewing Company,Anchorage,AK
455,920,Polar Pale Ale,American Pale Ale (APA),12.0,0.052,493,Broken Tooth Brewing Company,Anchorage,AK
456,919,Chugach Session Ale,Cream Ale,12.0,0.05,493,Broken Tooth Brewing Company,Anchorage,AK
457,648,Fairweather IPA,American IPA,12.0,0.061,493,Broken Tooth Brewing Company,Anchorage,AK
459,756,Brooklyn Summer Ale,English Pale Mild Ale,12.0,0.045,437,Brooklyn Brewery,Brooklyn,NY
460,566,East India Pale Ale,English India Pale Ale (IPA),12.0,0.068,437,Brooklyn Brewery,Brooklyn,NY
461,328,Brooklyn Summer Ale (2011),English Pale Mild Ale,12.0,0.045,437,Brooklyn Brewery,Brooklyn,NY
463,65,Brooklyn Lager (12 oz.),American Amber / Red Lager,12.0,0.05,437,Brooklyn Brewery,Brooklyn,NY
472,2552,Painted Turtle,American Pale Ale (APA),12.0,0.05,56,BuckleDown Brewing,Lyons,IL
473,2125,1836,American Blonde Ale,12.0,0.06,214,Buffalo Bayou Brewing Company,Houston,TX
474,2124,Summer's Wit,Witbier,12.0,0.06,214,Buffalo Bayou Brewing Company,Houston,TX
479,2478,Pale Alement,American Pale Ale (APA),12.0,0.055,24,Burn 'Em Brewing,Michigan City,IN
480,2471,Hopkick Dropkick,American Double / Imperial IPA,12.0,0.099,24,Burn 'Em Brewing,Michigan City,IN
481,2470,Kreamed Corn,Cream Ale,12.0,0.06,24,Burn 'Em Brewing,Michigan City,IN
487,2196,Couch Select Lager,American Pale Lager,12.0,0.05,197,Burnside Brewing Co.,Portland,OR
488,668,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),12.0,0.056,517,Butcher's Brewing,Carlsbad,CA
489,52,Heinnieweisse Weissebier,Hefeweizen,12.0,0.05,556,Butternuts Beer and Ale,Garrattsville,NY
490,51,Snapperhead IPA,American IPA,12.0,0.068,556,Butternuts Beer and Ale,Garrattsville,NY
491,50,Moo Thunder Stout,Milk / Sweet Stout,12.0,0.049,556,Butternuts Beer and Ale,Garrattsville,NY
492,49,Porkslap Pale Ale,American Pale Ale (APA),12.0,0.04,556,Butternuts Beer and Ale,Garrattsville,NY
493,2657,Blackbeard,American Double / Imperial Stout,12.0,0.093,5,COAST Brewing Company,Charleston,SC
494,2656,Rye Knot,American Brown Ale,12.0,0.062,5,COAST Brewing Company,Charleston,SC
495,2655,Dead Arm,American Pale Ale (APA),12.0,0.06,5,COAST Brewing Company,Charleston,SC
505,2315,Hopportunity Knocks IPA,American IPA,12.0,0.07,155,Caldera Brewing Company,Ashland,OR
506,1808,Pilot Rock Porter,American Porter,12.0,0.06,155,Caldera Brewing Company,Ashland,OR
507,1419,Caldera Pale Ale,American Pale Ale (APA),12.0,0.06,155,Caldera Brewing Company,Ashland,OR
508,878,Lawnmower Lager,American Adjunct Lager,12.0,0.039,155,Caldera Brewing Company,Ashland,OR
509,794,Ashland Amber Ale (2009),American Amber / Red Ale,12.0,0.054,155,Caldera Brewing Company,Ashland,OR
510,793,Caldera IPA (2009),American IPA,12.0,0.061,155,Caldera Brewing Company,Ashland,OR
511,792,Caldera IPA (2007),American IPA,12.0,0.06,155,Caldera Brewing Company,Ashland,OR
512,791,Caldera Pale Ale (2010),American Pale Ale (APA),12.0,0.06,155,Caldera Brewing Company,Ashland,OR
513,790,Caldera Pale Ale (2009),American Pale Ale (APA),12.0,0.056,155,Caldera Brewing Company,Ashland,OR
514,789,Caldera Pale Ale (2005),American Pale Ale (APA),12.0,0.056,155,Caldera Brewing Company,Ashland,OR
515,788,Caldera Pale Ale (2007),American Pale Ale (APA),12.0,0.056,155,Caldera Brewing Company,Ashland,OR
516,38,Caldera Pale Ale (2011),American Pale Ale (APA),12.0,0.056,155,Caldera Brewing Company,Ashland,OR
517,37,Ashland Amber Ale,American Amber / Red Ale,12.0,0.054,155,Caldera Brewing Company,Ashland,OR
518,36,Caldera IPA,American IPA,12.0,0.061,155,Caldera Brewing Company,Ashland,OR
519,2257,Remain in Light,American Pilsner,12.0,0.05,178,Cambridge Brewing Company,Cambridge,MA
520,2256,Flower Child (2014),American IPA,12.0,0.07,178,Cambridge Brewing Company,Cambridge,MA
521,870,THP White (2006),Witbier,12.0,None,497,Cans Bar and Canteen,Charlotte,NC
522,869,THP Amber (2006),American Amber / Red Ale,12.0,None,497,Cans Bar and Canteen,Charlotte,NC
523,868,THP Light (2006),American Blonde Ale,12.0,None,497,Cans Bar and Canteen,Charlotte,NC
524,867,THP Dark (2006),English Dark Mild Ale,12.0,None,497,Cans Bar and Canteen,Charlotte,NC
527,2066,Fisherman's IPA,American IPA,12.0,0.06,230,Cape Ann Brewing Company,Gloucester,MA
528,2065,Fisherman's Pils,German Pilsener,12.0,0.054,230,Cape Ann Brewing Company,Gloucester,MA
529,2064,Fisherman's Brew,American Amber / Red Ale,12.0,0.06,230,Cape Ann Brewing Company,Gloucester,MA
532,2227,Dark Voyage Black IPA (2013),American Black Ale,12.0,0.065,192,Capital Brewery,Middleton,WI
533,2226,Wisconsin Amber,Vienna Lager,12.0,0.052,192,Capital Brewery,Middleton,WI
534,2225,Lake House,Munich Helles Lager,12.0,0.05,192,Capital Brewery,Middleton,WI
535,1954,Ghost Ship White IPA,American IPA,12.0,0.056,192,Capital Brewery,Middleton,WI
537,1177,Mutiny IPA,American IPA,12.0,0.062,192,Capital Brewery,Middleton,WI
538,840,Wisconsin Amber (1998),Vienna Lager,12.0,0.05,192,Capital Brewery,Middleton,WI
539,180,Island Wheat,American Pale Wheat Ale,12.0,0.04,192,Capital Brewery,Middleton,WI
540,63,Wisconsin Amber (2013),Vienna Lager,12.0,0.052,192,Capital Brewery,Middleton,WI
541,62,U.S. Pale Ale,American Pale Ale (APA),12.0,0.05,192,Capital Brewery,Middleton,WI
542,61,Supper Club Lager,American Pale Lager,12.0,None,192,Capital Brewery,Middleton,WI
543,784,Carolina Lighthouse (2007),American Blonde Ale,12.0,0.04,504,Carolina Beer & Beverage,Mooresville,NC
544,783,Carolina Blonde (2006),American Blonde Ale,12.0,0.05,504,Carolina Beer & Beverage,Mooresville,NC
545,782,Carolina Blonde Light (2005),American Blonde Ale,12.0,0.035,504,Carolina Beer & Beverage,Mooresville,NC
547,530,Flagship IPA,English India Pale Ale (IPA),12.0,0.06,179,Carolina Brewery,Pittsboro,NC
548,427,Sky Blue Golden Ale,K閺嬫sch,12.0,0.051,179,Carolina Brewery,Pittsboro,NC
552,1439,Boat Beer,American IPA,12.0,0.042,222,Carton Brewing Company,Atlantic Highlands,NJ
555,1744,Farmer Ted's Cream Ale,Cream Ale,12.0,0.056,331,Catawba Brewing Company,Morganton,NC
556,1743,Firewater India Pale Ale,American IPA,12.0,0.052,331,Catawba Brewing Company,Morganton,NC
557,1742,White Zombie Ale,Witbier,12.0,0.047,331,Catawba Brewing Company,Morganton,NC
558,1719,King Winterbolt Winter Ale,Winter Warmer,12.0,0.07,331,Catawba Brewing Company,Morganton,NC
559,638,White Zombie Ale,Witbier,12.0,0.047,331,Catawba Brewing Company,Morganton,NC
560,507,Firewater India Pale Ale,American IPA,12.0,0.052,331,Catawba Brewing Company,Morganton,NC
561,480,Farmer Ted's Farmhouse Cream Ale,Cream Ale,12.0,0.056,331,Catawba Brewing Company,Morganton,NC
564,2446,Peanut Butter Jelly Time,American Brown Ale,12.0,0.06,96,Catawba Valley Brewing Company,Morganton,NC
565,2106,King Coconut,American Porter,12.0,0.054,96,Catawba Valley Brewing Company,Morganton,NC
572,1219,All American Blonde Ale,American Blonde Ale,12.0,0.05,452,Centennial Beer Company,Edwards,CO
573,1218,All American Red Ale,American Amber / Red Ale,12.0,0.05,452,Centennial Beer Company,Edwards,CO
574,2377,Main St. Virginia Ale,Altbier,12.0,0.05,122,Center of the Universe Brewing C...,Ashland,VA
575,1839,Chin Music Amber Lager,American Amber / Red Lager,12.0,0.045,122,Center of the Universe Brewing C...,Ashland,VA
576,1248,Main St. Virginia Ale,Altbier,12.0,0.05,122,Center of the Universe Brewing C...,Ashland,VA
577,1247,Ray Ray闁炽儲鐛 Pale Ale,American Pale Ale (APA),12.0,0.052,122,Center of the Universe Brewing C...,Ashland,VA
583,2056,Black Me Stout,American Stout,12.0,0.06,236,Champion Brewing Company,Charlottesville,VA
584,2055,Killer Kolsch,K閺嬫sch,12.0,0.05,236,Champion Brewing Company,Charlottesville,VA
585,1933,Missile IPA,American IPA,12.0,0.07,236,Champion Brewing Company,Charlottesville,VA
595,2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,12.0,0.089,99,Christian Moerlein Brewing Company,Cincinnati,OH
596,567,Churchkey Pilsner Style Beer,American Pilsner,12.0,0.049,526,Churchkey Can Company,Seattle,WA
597,1342,First Press,Cider,12.0,0.05,425,Ciderboys,Stevens Point,WI
598,1341,Magic Apple,Cider,12.0,0.05,425,Ciderboys,Stevens Point,WI
599,2349,Cubano Espresso,Bock,12.0,0.055,141,Cigar City Brewing Company,Tampa,FL
600,2014,Operation Homefront,American IPA,12.0,0.062,141,Cigar City Brewing Company,Tampa,FL
601,2013,Wandering Pelican,American Black Ale,12.0,0.082,141,Cigar City Brewing Company,Tampa,FL
602,2012,Sugar Plum,American Brown Ale,12.0,0.055,141,Cigar City Brewing Company,Tampa,FL
603,2011,Oktoberfest,M閻╃灗zen / Oktoberfest,12.0,0.055,141,Cigar City Brewing Company,Tampa,FL
604,2010,Puppy's Breath Porter,American Porter,12.0,0.06,141,Cigar City Brewing Company,Tampa,FL
605,2009,Happening Now,American IPA,12.0,0.045,141,Cigar City Brewing Company,Tampa,FL
606,1726,Hopped on the High Seas (Hop #529),American IPA,12.0,0.07,141,Cigar City Brewing Company,Tampa,FL
607,1725,Hopped on the High Seas (Calypso),American IPA,12.0,0.07,141,Cigar City Brewing Company,Tampa,FL
608,1695,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),12.0,0.063,141,Cigar City Brewing Company,Tampa,FL
609,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,12.0,0.07,141,Cigar City Brewing Company,Tampa,FL
610,1693,Hopped on the High Seas (Citra),American IPA,12.0,0.07,141,Cigar City Brewing Company,Tampa,FL
611,1692,Hopped on the High Seas (Ahtanum),American IPA,12.0,0.07,141,Cigar City Brewing Company,Tampa,FL
612,1369,Gwar Beer,American Pale Ale (APA),12.0,0.055,141,Cigar City Brewing Company,Tampa,FL
614,1142,Humidor Series India Pale Ale,American IPA,12.0,0.075,141,Cigar City Brewing Company,Tampa,FL
615,1141,Jai Alai IPA Aged on White Oak,American IPA,12.0,0.075,141,Cigar City Brewing Company,Tampa,FL
616,1140,Jos閼?Mart闁?American Porter,American Porter,12.0,0.08,141,Cigar City Brewing Company,Tampa,FL
617,1139,Invasion Pale Ale,American Pale Ale (APA),12.0,0.05,141,Cigar City Brewing Company,Tampa,FL
618,1138,Maduro Brown Ale,English Brown Ale,12.0,0.055,141,Cigar City Brewing Company,Tampa,FL
619,571,Maduro Brown Ale,American Brown Ale,12.0,0.06,141,Cigar City Brewing Company,Tampa,FL
620,570,Hotter Than Helles Lager,Munich Helles Lager,12.0,0.05,141,Cigar City Brewing Company,Tampa,FL
621,569,Tocobaga Red Ale,American Amber / Red Ale,12.0,0.07,141,Cigar City Brewing Company,Tampa,FL
622,546,Jai Alai IPA,American IPA,12.0,0.075,141,Cigar City Brewing Company,Tampa,FL
623,545,Florida Cracker Belgian Wit,Witbier,12.0,0.05,141,Cigar City Brewing Company,Tampa,FL
624,2338,Shark Tracker Light lager,Light Lager,12.0,0.048,145,Cisco Brewers,Nantucket,MA
625,1365,Pumple Drumkin,Pumpkin Ale,12.0,0.06,145,Cisco Brewers,Nantucket,MA
626,1094,Grey Lady,Witbier,12.0,0.045,145,Cisco Brewers,Nantucket,MA
627,657,Summer of Lager,Munich Helles Lager,12.0,0.06,145,Cisco Brewers,Nantucket,MA
628,656,Indie Pale Ale,American IPA,12.0,0.065,145,Cisco Brewers,Nantucket,MA
629,359,Sankaty Light Lager,Light Lager,12.0,0.04,145,Cisco Brewers,Nantucket,MA
630,56,Whale's Tale Pale Ale,English Pale Ale,12.0,0.06,145,Cisco Brewers,Nantucket,MA
632,1393,Cascadian Dark Ale,American Black Ale,12.0,0.06,418,Coalition Brewing Company,Portland,OR
634,1407,Tybee Island Blonde,American Blonde Ale,12.0,0.047,415,Coastal Empire Beer Company,Savannah,GA
635,1406,Savannah Brown Ale,American Brown Ale,12.0,0.062,415,Coastal Empire Beer Company,Savannah,GA
636,2438,Rhode Island Blueberry,K閺嬫sch,12.0,0.046,101,Coastal Extreme Brewing Company,Newport,RI
637,2437,Newport Storm IPA,American IPA,12.0,0.065,101,Coastal Extreme Brewing Company,Newport,RI
638,751,Hurricane Amber Ale (2004),American Amber / Red Ale,12.0,0.052,101,Coastal Extreme Brewing Company,Newport,RI
639,120,Hurricane Amber Ale,American Amber / Red Ale,12.0,0.052,101,Coastal Extreme Brewing Company,Newport,RI
644,2351,Behemoth,American Pilsner,12.0,0.05,139,Core Brewing & Distilling Company,Springdale,AR
645,1650,Arkansas Red,American Amber / Red Ale,12.0,0.052,139,Core Brewing & Distilling Company,Springdale,AR
646,1337,Core Oatmeal Stout,Oatmeal Stout,12.0,0.057,139,Core Brewing & Distilling Company,Springdale,AR
647,1336,Core ESB,Extra Special / Strong Bitter (ESB),12.0,0.061,139,Core Brewing & Distilling Company,Springdale,AR
648,737,Chester's Beer (2005),American Pale Lager,12.0,0.038,512,Cottrell Brewing,Pawcatuck,CT
649,129,Heiner Brau K閺嬫sch,K閺嬫sch,12.0,0.05,553,Covington Brewhouse,Covington,LA
653,2538,Neomexicanus Native,American Pale Ale (APA),12.0,0.06,63,Crazy Mountain Brewing Company,Edwards,CO
654,2355,Old Soul,Belgian Strong Pale Ale,12.0,0.08,63,Crazy Mountain Brewing Company,Edwards,CO
655,1689,Snowcat Coffee Stout,American Stout,12.0,0.059,63,Crazy Mountain Brewing Company,Edwards,CO
656,1163,WinterWonderGrass Festival Ale,American Amber / Red Ale,12.0,None,63,Crazy Mountain Brewing Company,Edwards,CO
657,940,Boohai Red Ale,American Amber / Red Ale,12.0,None,63,Crazy Mountain Brewing Company,Edwards,CO
658,685,Lava Lake Wit,Witbier,12.0,0.052,63,Crazy Mountain Brewing Company,Edwards,CO
659,613,Mountain Livin' Pale Ale,American Pale Ale (APA),12.0,0.06,63,Crazy Mountain Brewing Company,Edwards,CO
660,356,Crazy Mountain Amber Ale,American Amber / Red Ale,12.0,0.052,63,Crazy Mountain Brewing Company,Edwards,CO
661,2029,Tropicalia,American IPA,12.0,0.065,247,Creature Comforts,Athens,GA
662,2028,Athena,Berliner Weissbier,12.0,0.05,247,Creature Comforts,Athens,GA
663,2293,Aviator Raspberry Blonde,American Blonde Ale,12.0,0.05,169,Crooked Fence Brewing Company,Garden City,ID
664,1105,3 Picket Porter,American Porter,12.0,0.06,169,Crooked Fence Brewing Company,Garden City,ID
665,1104,Rusty Nail Pale Ale,American Pale Ale (APA),12.0,0.056,169,Crooked Fence Brewing Company,Garden City,ID
666,2145,Red Water Irish Style Red,American Amber / Red Ale,12.0,0.065,212,Crow Peak Brewing Company,Spearfish,SD
667,1804,Mj閺嬫lnir,Herbed / Spiced Beer,12.0,0.066,212,Crow Peak Brewing Company,Spearfish,SD
668,1602,Bear Butte Nut Brown Ale,American Brown Ale,12.0,0.06,212,Crow Peak Brewing Company,Spearfish,SD
669,1301,Easy Livin' Summer Ale,American Blonde Ale,12.0,0.045,212,Crow Peak Brewing Company,Spearfish,SD
670,542,Canyon Cream Ale,Cream Ale,12.0,0.06,212,Crow Peak Brewing Company,Spearfish,SD
671,272,Pile O'Dirt Porter,American Porter,12.0,0.069,212,Crow Peak Brewing Company,Spearfish,SD
672,271,11th Hour IPA,American IPA,12.0,0.06,212,Crow Peak Brewing Company,Spearfish,SD
679,1763,Geary's Pale Ale,English Pale Ale,12.0,0.05,323,D.L. Geary Brewing Company,Portland,ME
680,1311,Geary's Summer Ale,K閺嬫sch,12.0,0.06,323,D.L. Geary Brewing Company,Portland,ME
681,2078,Stone of Arbroath,Scotch Ale / Wee Heavy,12.0,0.08,227,DC Brau Brewing Company,Washington,DC
682,1809,The Tradition,American Blonde Ale,12.0,0.05,227,DC Brau Brewing Company,Washington,DC
683,1263,El Hefe Speaks,Hefeweizen,12.0,0.053,227,DC Brau Brewing Company,Washington,DC
684,1092,Penn Quarter Porter,American Porter,12.0,0.055,227,DC Brau Brewing Company,Washington,DC
685,851,On the Wings of Armageddon,American Double / Imperial IPA,12.0,0.092,227,DC Brau Brewing Company,Washington,DC
686,186,The Corruption,American IPA,12.0,0.07,227,DC Brau Brewing Company,Washington,DC
687,185,The Citizen,Belgian Pale Ale,12.0,0.07,227,DC Brau Brewing Company,Washington,DC
688,184,The Public,American Pale Ale (APA),12.0,0.06,227,DC Brau Brewing Company,Washington,DC
692,110,BrewFarm Select Golden Lager,American Pale Lager,12.0,0.055,554,Dave's Brewfarm,Wilson,WI
693,1735,Sprocket Blonde Ale (2006),American Blonde Ale,12.0,0.05,333,David's Ale Works,Diamond Springs,CA
694,1734,Sprocket Pale Ale (2006),American Pale Ale (APA),12.0,0.05,333,David's Ale Works,Diamond Springs,CA
695,1746,Dead Armadillo Amber Ale,American Amber / Red Ale,12.0,0.06,330,Dead Armadillo Craft Brewing,Tulsa,OK
696,2371,Neato Bandito,Euro Pale Lager,12.0,0.06,127,Deep Ellum Brewing Company,Dallas,TX
697,2251,Oak Cliff Coffee Ale,American Brown Ale,12.0,0.08,127,Deep Ellum Brewing Company,Dallas,TX
698,2166,Dream Crusher Double IPA,American Double / Imperial IPA,12.0,0.085,127,Deep Ellum Brewing Company,Dallas,TX
699,1827,Deep Ellum Pale Ale,American Pale Ale (APA),12.0,0.06,127,Deep Ellum Brewing Company,Dallas,TX
700,1203,Double Brown Stout,Baltic Porter,12.0,0.07,127,Deep Ellum Brewing Company,Dallas,TX
702,1161,Rye Pils Session Lager,German Pilsener,12.0,0.046,127,Deep Ellum Brewing Company,Dallas,TX
703,946,Dallas Blonde,American Blonde Ale,12.0,0.05,127,Deep Ellum Brewing Company,Dallas,TX
704,943,Deep Ellum IPA,American IPA,12.0,0.07,127,Deep Ellum Brewing Company,Dallas,TX
705,1886,Thrasher Session India Pale Ale,American IPA,12.0,0.045,283,Defiance Brewing Company,Hays,KS
706,1885,Gutch English Style Mild Ale,English Pale Mild Ale,12.0,0.05,283,Defiance Brewing Company,Hays,KS
707,1213,Chuli Stout,Irish Dry Stout,12.0,0.059,453,Denali Brewing Company,Talkeetna,AK
708,1159,Mother Ale,American Blonde Ale,12.0,0.056,453,Denali Brewing Company,Talkeetna,AK
709,947,Twister Creek India Pale Ale,American IPA,12.0,0.065,453,Denali Brewing Company,Talkeetna,AK
710,929,Single Engine Red,Irish Red Ale,12.0,0.058,453,Denali Brewing Company,Talkeetna,AK
711,1944,Incredible Pedal IPA,American IPA,12.0,0.07,263,Denver Beer Company,Denver,CO
712,1943,Graham Cracker Porter,American Porter,12.0,0.05,263,Denver Beer Company,Denver,CO
713,1210,Mirror Pond Pale Ale,American Pale Ale (APA),12.0,0.05,454,Deschutes Brewery,Bend,OR
714,2550,Weissenheimer,Hefeweizen,12.0,0.05,57,Destihl Brewery,Bloomington,IL
715,2505,Abbey's Single (2015- ),Abbey Single Ale,12.0,0.05,57,Destihl Brewery,Bloomington,IL
716,2025,Vertex IPA,American IPA,12.0,0.06,57,Destihl Brewery,Bloomington,IL
717,2021,Here Gose Nothin',Gose,12.0,0.05,57,Destihl Brewery,Bloomington,IL
718,2015,Strawberry Blonde,Fruit / Vegetable Beer,12.0,0.05,57,Destihl Brewery,Bloomington,IL
719,1888,Hoperation Overload,American Double / Imperial IPA,12.0,0.096,57,Destihl Brewery,Bloomington,IL
720,1887,Abbey's Single Ale (Current),Abbey Single Ale,12.0,0.05,57,Destihl Brewery,Bloomington,IL
721,2051,Bravo Four Point,American Pale Ale (APA),12.0,0.04,237,Devil's Backbone Brewing Company,Lexington,VA
722,1201,Striped Bass Pale Ale,American Pale Ale (APA),12.0,0.052,237,Devil's Backbone Brewing Company,Lexington,VA
727,1773,12 Man Pale Ale,American Pale Ale (APA),12.0,0.05,319,Dick's Brewing Company,Centralia,WA
729,944,Dock Street Amber Beer (1992),American Amber / Red Ale,12.0,None,488,Dock Street Brewery,Philadelphia,PA
736,1246,Cranberry Blend,Cider,12.0,0.049,446,Downeast Cider House,Leominster,MA
737,977,Orignal Blend,Cider,12.0,0.051,446,Downeast Cider House,Leominster,MA
738,881,Hop Abomination,American IPA,12.0,0.07,496,Dry Dock Brewing Company,Aurora,CO
739,880,Apricot Blonde,Fruit / Vegetable Beer,12.0,0.051,496,Dry Dock Brewing Company,Aurora,CO
740,872,Dry Dock Hefeweizen,Hefeweizen,12.0,0.043,496,Dry Dock Brewing Company,Aurora,CO
741,871,Dry Dock Amber Ale,American Amber / Red Ale,12.0,0.06,496,Dry Dock Brewing Company,Aurora,CO
742,1685,Category 3 IPA,American IPA,12.0,0.06,340,Due South Brewing Company,Boynton Beach,FL
743,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,12.0,0.05,538,Dundee Brewing Company,Rochester,NY
753,1107,Nut Sack Imperial Brown Ale,American Brown Ale,12.0,0.07,465,Engine 15 Brewing,Jacksonville Beach,FL
755,2477,Lil' Brainless Raspberries,Fruit / Vegetable Beer,12.0,0.052,81,Epic Brewing,Denver,CO
756,2008,Element 29,American Pale Ale (APA),12.0,0.052,81,Epic Brewing,Denver,CO
757,2004,Hop Syndrome,American Pale Lager,12.0,0.05,81,Epic Brewing,Denver,CO
758,2003,Escape to Colorado,American IPA,12.0,0.062,81,Epic Brewing,Denver,CO
759,2292,Little Sister India Style Session Ale,American IPA,12.0,0.04,170,Everybody's Brewing,White Salmon,WA
760,1504,Country Boy IPA,American IPA,12.0,0.062,170,Everybody's Brewing,White Salmon,WA
767,2283,Nomader Weiss,Berliner Weissbier,12.0,0.04,173,Evil Twin Brewing,Brooklyn,NY
769,1287,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),12.0,0.055,173,Evil Twin Brewing,Brooklyn,NY
770,1286,Bikini Beer,American IPA,12.0,0.03,173,Evil Twin Brewing,Brooklyn,NY
771,640,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),12.0,0.06,173,Evil Twin Brewing,Brooklyn,NY
772,1722,Iron Horse Pale Ale,American Pale Ale (APA),12.0,0.05,335,Fargo Brewing Company,Fargo,ND
773,1435,Stone's Throw IPA,Scottish Ale,12.0,0.045,335,Fargo Brewing Company,Fargo,ND
774,1434,Wood Chipper India Pale Ale,American IPA,12.0,0.067,335,Fargo Brewing Company,Fargo,ND
775,2089,Trail Head,American Pale Ale (APA),12.0,0.06,224,Fat Head's Brewery,Middleburg Heights,OH
788,2289,Mastermind,American Double / Imperial IPA,12.0,0.081,172,Fiddlehead Brewing Company,Shelburne,VT
792,2591,Weiss Weiss Baby,Kristalweizen,12.0,0.045,36,Figueroa Mountain Brewing Company,Buellton,CA
793,2590,Czech Yo Self,Czech Pilsener,12.0,0.06,36,Figueroa Mountain Brewing Company,Buellton,CA
